16:01:07.226 [main] DEBUG	appLog: Program start
16:01:08.135 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration int -> org.hibernate.type.IntegerType@1e11bc55
16:01:08.135 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration java.lang.Integer -> org.hibernate.type.IntegerType@1e11bc55
16:01:08.135 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration long -> org.hibernate.type.LongType@82c57b3
16:01:08.136 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration long -> org.hibernate.type.LongType@82c57b3
16:01:08.136 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration java.lang.Long -> org.hibernate.type.LongType@82c57b3
16:01:08.136 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration float -> org.hibernate.type.FloatType@1734f68
16:01:08.137 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration float -> org.hibernate.type.FloatType@1734f68
16:01:08.137 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration java.lang.Float -> org.hibernate.type.FloatType@1734f68
16:01:08.137 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration double -> org.hibernate.type.DoubleType@7dac3fd8
16:01:08.137 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration double -> org.hibernate.type.DoubleType@7dac3fd8
16:01:08.137 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration java.lang.Double -> org.hibernate.type.DoubleType@7dac3fd8
16:01:08.138 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration big_decimal -> org.hibernate.type.BigDecimalType@6ce1f601
16:01:08.138 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration java.math.BigDecimal -> org.hibernate.type.BigDecimalType@6ce1f601
16:01:08.139 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration big_integer -> org.hibernate.type.BigIntegerType@372b0d86
16:01:08.139 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration java.math.BigInteger -> org.hibernate.type.BigIntegerType@372b0d86
16:01:08.139 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration string -> org.hibernate.type.StringType@70eecdc2
16:01:08.139 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration java.lang.String -> org.hibernate.type.StringType@70eecdc2
16:01:08.140 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration nstring -> org.hibernate.type.StringNVarcharType@52eacb4b
16:01:08.140 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration ncharacter -> org.hibernate.type.CharacterNCharType@1edb61b1
16:01:08.141 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration url -> org.hibernate.type.UrlType@669253b7
16:01:08.141 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration java.net.URL -> org.hibernate.type.UrlType@669253b7
16:01:08.142 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration Duration -> org.hibernate.type.DurationType@36ac8a63
16:01:08.142 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration java.time.Duration -> org.hibernate.type.DurationType@36ac8a63
16:01:08.147 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration Instant -> org.hibernate.type.InstantType@39c11e6c
16:01:08.147 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration java.time.Instant -> org.hibernate.type.InstantType@39c11e6c
16:01:08.148 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration LocalDateTime -> org.hibernate.type.LocalDateTimeType@329a1243
16:01:08.149 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration java.time.LocalDateTime -> org.hibernate.type.LocalDateTimeType@329a1243
16:01:08.150 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration LocalDate -> org.hibernate.type.LocalDateType@581d969c
16:01:08.150 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration java.time.LocalDate -> org.hibernate.type.LocalDateType@581d969c
16:01:08.151 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration LocalTime -> org.hibernate.type.LocalTimeType@7cd1ac19
16:01:08.151 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration java.time.LocalTime -> org.hibernate.type.LocalTimeType@7cd1ac19
16:01:08.152 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration OffsetDateTime -> org.hibernate.type.OffsetDateTimeType@1c807b1d
16:01:08.152 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration java.time.OffsetDateTime -> org.hibernate.type.OffsetDateTimeType@1c807b1d
16:01:08.153 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration OffsetTime -> org.hibernate.type.OffsetTimeType@4cc61eb1
16:01:08.154 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration java.time.OffsetTime -> org.hibernate.type.OffsetTimeType@4cc61eb1
16:01:08.154 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration ZonedDateTime -> org.hibernate.type.ZonedDateTimeType@6e0ff644
16:01:08.155 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration java.time.ZonedDateTime -> org.hibernate.type.ZonedDateTimeType@6e0ff644
16:01:08.156 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration date -> org.hibernate.type.DateType@2c444798
16:01:08.156 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration java.sql.Date -> org.hibernate.type.DateType@2c444798
16:01:08.157 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration time -> org.hibernate.type.TimeType@54e7391d
16:01:08.157 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration java.sql.Time -> org.hibernate.type.TimeType@54e7391d
16:01:08.158 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration timestamp -> org.hibernate.type.TimestampType@3a7b503d
16:01:08.158 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration java.sql.Timestamp -> org.hibernate.type.TimestampType@3a7b503d
16:01:08.158 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration java.util.Date -> org.hibernate.type.TimestampType@3a7b503d
16:01:08.159 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration dbtimestamp -> org.hibernate.type.DbTimestampType@1bc53649
16:01:08.161 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration calendar -> org.hibernate.type.CalendarType@2fa7ae9
16:01:08.161 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration java.util.Calendar -> org.hibernate.type.CalendarType@2fa7ae9
16:01:08.161 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration java.util.GregorianCalendar -> org.hibernate.type.CalendarType@2fa7ae9
16:01:08.162 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration calendar_date -> org.hibernate.type.CalendarDateType@28a2a3e7
16:01:08.163 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration calendar_time -> org.hibernate.type.CalendarTimeType@1dfd5f51
16:01:08.163 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration locale -> org.hibernate.type.LocaleType@3fabf088
16:01:08.164 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration java.util.Locale -> org.hibernate.type.LocaleType@3fabf088
16:01:08.164 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration currency -> org.hibernate.type.CurrencyType@51b01960
16:01:08.164 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration java.util.Currency -> org.hibernate.type.CurrencyType@51b01960
16:01:08.165 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration timezone -> org.hibernate.type.TimeZoneType@5a2f016d
16:01:08.165 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration java.util.TimeZone -> org.hibernate.type.TimeZoneType@5a2f016d
16:01:08.166 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration class -> org.hibernate.type.ClassType@1cefc4b3
16:01:08.166 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration java.lang.Class -> org.hibernate.type.ClassType@1cefc4b3
16:01:08.167 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration uuid-binary -> org.hibernate.type.UUIDBinaryType@1e53135d
16:01:08.167 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration java.util.UUID -> org.hibernate.type.UUIDBinaryType@1e53135d
16:01:08.167 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration uuid-char -> org.hibernate.type.UUIDCharType@619bd14c
16:01:08.168 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration binary -> org.hibernate.type.BinaryType@6e9c413e
16:01:08.168 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration byte[] -> org.hibernate.type.BinaryType@6e9c413e
16:01:08.168 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration [B -> org.hibernate.type.BinaryType@6e9c413e
16:01:08.169 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration wrapper-binary -> org.hibernate.type.WrapperBinaryType@27a0a5a2
16:01:08.169 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration Byte[] -> org.hibernate.type.WrapperBinaryType@27a0a5a2
16:01:08.169 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration [Ljava.lang.Byte; -> org.hibernate.type.WrapperBinaryType@27a0a5a2
16:01:08.170 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration row_version -> org.hibernate.type.RowVersionType@10ad20cb
16:01:08.170 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration image -> org.hibernate.type.ImageType@7bfc3126
16:01:08.171 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration characters -> org.hibernate.type.CharArrayType@54a3ab8f
16:01:08.171 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration char[] -> org.hibernate.type.CharArrayType@54a3ab8f
16:01:08.171 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration [C -> org.hibernate.type.CharArrayType@54a3ab8f
16:01:08.172 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration wrapper-characters -> org.hibernate.type.CharacterArrayType@3ef41c66
16:01:08.173 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration [Ljava.lang.Character; -> org.hibernate.type.CharacterArrayType@3ef41c66
16:01:08.173 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration Character[] -> org.hibernate.type.CharacterArrayType@3ef41c66
16:01:08.173 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration text -> org.hibernate.type.TextType@5f577419
16:01:08.174 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration ntext -> org.hibernate.type.NTextType@6a175569
16:01:08.175 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration blob -> org.hibernate.type.BlobType@77b325b3
16:01:08.175 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration java.sql.Blob -> org.hibernate.type.BlobType@77b325b3
16:01:08.175 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration materialized_blob -> org.hibernate.type.MaterializedBlobType@271f18d3
16:01:08.176 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration clob -> org.hibernate.type.ClobType@25243bc1
16:01:08.176 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration java.sql.Clob -> org.hibernate.type.ClobType@25243bc1
16:01:08.177 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration nclob -> org.hibernate.type.NClobType@7a34b7b8
16:01:08.177 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration java.sql.NClob -> org.hibernate.type.NClobType@7a34b7b8
16:01:08.178 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration materialized_clob -> org.hibernate.type.MaterializedClobType@3b65e559
16:01:08.178 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration materialized_nclob -> org.hibernate.type.MaterializedNClobType@1c05a54d
16:01:08.180 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration serializable -> org.hibernate.type.SerializableType@e27ba81
16:01:08.183 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration object -> org.hibernate.type.ObjectType@1a1d3c1a
16:01:08.183 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration java.lang.Object -> org.hibernate.type.ObjectType@1a1d3c1a
16:01:08.183 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration imm_date -> org.hibernate.type.AdaptedImmutableType@24528a25
16:01:08.183 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration imm_time -> org.hibernate.type.AdaptedImmutableType@17ae98d7
16:01:08.183 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration imm_timestamp -> org.hibernate.type.AdaptedImmutableType@59221b97
16:01:08.183 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration imm_dbtimestamp -> org.hibernate.type.AdaptedImmutableType@6ac4944a
16:01:08.183 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration imm_calendar -> org.hibernate.type.AdaptedImmutableType@5a772895
16:01:08.183 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration imm_calendar_date -> org.hibernate.type.AdaptedImmutableType@39fc6b2c
16:01:08.184 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration imm_binary -> org.hibernate.type.AdaptedImmutableType@704b2127
16:01:08.184 [main] DEBUG	o.h.t.BasicTypeRegistry: Adding type registration imm_serializable -> org.hibernate.type.AdaptedImmutableType@3ee39da0
16:01:08.191 [main] TRACE	o.h.s.i.AbstractServiceRegistryImpl: Initializing service [role=org.hibernate.boot.cfgxml.spi.CfgXmlAccessService]
16:01:08.206 [main] TRACE	o.h.s.i.AbstractServiceRegistryImpl: Initializing service [role=org.hibernate.id.factory.spi.MutableIdentifierGeneratorFactory]
16:01:08.210 [main] DEBUG	o.h.i.f.i.DefaultIdentifierGeneratorFactory: Registering IdentifierGenerator strategy [uuid2] -> [org.hibernate.id.UUIDGenerator]
16:01:08.210 [main] DEBUG	o.h.i.f.i.DefaultIdentifierGeneratorFactory: Registering IdentifierGenerator strategy [guid] -> [org.hibernate.id.GUIDGenerator]
16:01:08.211 [main] DEBUG	o.h.i.f.i.DefaultIdentifierGeneratorFactory: Registering IdentifierGenerator strategy [uuid] -> [org.hibernate.id.UUIDHexGenerator]
16:01:08.211 [main] DEBUG	o.h.i.f.i.DefaultIdentifierGeneratorFactory: Registering IdentifierGenerator strategy [uuid.hex] -> [org.hibernate.id.UUIDHexGenerator]
16:01:08.212 [main] DEBUG	o.h.i.f.i.DefaultIdentifierGeneratorFactory: Registering IdentifierGenerator strategy [assigned] -> [org.hibernate.id.Assigned]
16:01:08.213 [main] DEBUG	o.h.i.f.i.DefaultIdentifierGeneratorFactory: Registering IdentifierGenerator strategy [identity] -> [org.hibernate.id.IdentityGenerator]
16:01:08.213 [main] DEBUG	o.h.i.f.i.DefaultIdentifierGeneratorFactory: Registering IdentifierGenerator strategy [select] -> [org.hibernate.id.SelectGenerator]
16:01:08.214 [main] DEBUG	o.h.i.f.i.DefaultIdentifierGeneratorFactory: Registering IdentifierGenerator strategy [sequence] -> [org.hibernate.id.enhanced.SequenceStyleGenerator]
16:01:08.215 [main] DEBUG	o.h.i.f.i.DefaultIdentifierGeneratorFactory: Registering IdentifierGenerator strategy [seqhilo] -> [org.hibernate.id.SequenceHiLoGenerator]
16:01:08.215 [main] DEBUG	o.h.i.f.i.DefaultIdentifierGeneratorFactory: Registering IdentifierGenerator strategy [increment] -> [org.hibernate.id.IncrementGenerator]
16:01:08.216 [main] DEBUG	o.h.i.f.i.DefaultIdentifierGeneratorFactory: Registering IdentifierGenerator strategy [foreign] -> [org.hibernate.id.ForeignGenerator]
16:01:08.216 [main] DEBUG	o.h.i.f.i.DefaultIdentifierGeneratorFactory: Registering IdentifierGenerator strategy [sequence-identity] -> [org.hibernate.id.SequenceIdentityGenerator]
16:01:08.216 [main] DEBUG	o.h.i.f.i.DefaultIdentifierGeneratorFactory: Registering IdentifierGenerator strategy [enhanced-sequence] -> [org.hibernate.id.enhanced.SequenceStyleGenerator]
16:01:08.217 [main] DEBUG	o.h.i.f.i.DefaultIdentifierGeneratorFactory: Registering IdentifierGenerator strategy [enhanced-table] -> [org.hibernate.id.enhanced.TableGenerator]
16:01:08.217 [main] TRACE	o.h.s.i.AbstractServiceRegistryImpl: Initializing service [role=org.hibernate.engine.jdbc.env.spi.JdbcEnvironment]
16:01:08.217 [main] TRACE	o.h.s.i.AbstractServiceRegistryImpl: Initializing service [role=org.hibernate.engine.jdbc.dialect.spi.DialectFactory]
16:01:08.218 [main] TRACE	o.h.s.i.AbstractServiceRegistryImpl: Initializing service [role=org.hibernate.engine.jdbc.dialect.spi.DialectResolver]
16:01:08.219 [main] TRACE	o.h.s.i.AbstractServiceRegistryImpl: Initializing service [role=org.hibernate.engine.jdbc.connections.spi.ConnectionProvider]
16:01:08.221 [main] WARN	o.h.o.c.pooling: HHH10001002: Using Hibernate built-in connection pool (not for production use!)
16:01:08.225 [main] INFO	o.h.o.c.pooling: HHH10001005: using driver [com.mysql.cj.jdbc.Driver] at URL [jdbc:mysql://localhost:3306/skillbox?useSSL=false&allowPublicKeyRetrieval=true&serverTimezone=Europe/Moscow]
16:01:08.226 [main] INFO	o.h.o.c.pooling: HHH10001001: Connection properties: {password=password, user=root}
16:01:08.226 [main] INFO	o.h.o.c.pooling: HHH10001003: Autocommit mode: false
16:01:08.228 [main] DEBUG	o.h.e.j.c.i.DriverManagerConnectionProviderImpl: Initializing Connection pool with 1 Connections
16:01:08.229 [main] INFO	o.h.e.j.c.i.DriverManagerConnectionProviderImpl: HHH000115: Hibernate connection pool size: 10 (min=1)
16:01:08.413 [main] DEBUG	o.h.e.j.e.i.JdbcEnvironmentInitiator: Database ->
       name : MySQL
    version : 8.0.19
      major : 8
      minor : 0
16:01:08.413 [main] DEBUG	o.h.e.j.e.i.JdbcEnvironmentInitiator: Driver ->
       name : MySQL Connector/J
    version : mysql-connector-java-8.0.19 (Revision: a0ca826f5cdf51a98356fdfb1bf251eb042f80bf)
      major : 8
      minor : 0
16:01:08.414 [main] DEBUG	o.h.e.j.e.i.JdbcEnvironmentInitiator: JDBC version : 4.2
16:01:08.427 [main] INFO	o.h.d.Dialect: HHH000400: Using dialect: org.hibernate.dialect.MySQL5Dialect
16:01:08.439 [main] DEBUG	o.h.e.j.e.s.IdentifierHelperBuilder: JDBC driver metadata reported database stores quoted identifiers in more than one case
16:01:08.468 [main] DEBUG	o.h.e.j.e.s.IdentifierHelperBuilder: IdentifierCaseStrategy for both quoted and unquoted identifiers was set to the same strategy [MIXED]; that will likely lead to problems in schema update and validation if using quoted identifiers
16:01:08.485 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [skillbox]
16:01:08.485 [main] TRACE	o.h.e.j.e.i.NormalizingIdentifierHelperImpl: Normalizing identifier quoting [null]
